285;1622;9.900000;1023;small
286;5252;9.900000;1410;small
287;3779;9.900000;1464;small
288;3908;9.900000;892;small
289;3285;9.900000;1319;small
290;2653;9.900000;530;small
291;5234;9.900000;1357;small
292;3536;9.900000;226;small
293;2670;9.900000;1634;small
294;4311;9.900000;228;small
295;3610;9.900000;232;small
296;3661;9.900000;1227;small
297;1145;9.900000;1529;small
298;2869;9.900000;720;small
299;167;9.900000;359;small
300;4573;9.900000;1133;small
301;3544;9.900000;1815;small
302;2273;9.900000;771;small
303;3784;9.900000;1015;small
304;1621;9.900000;1078;small
305;2834;9.900000;1416;small
306;1275;9.900000;2023;small
307;5047;9.900000;1976;small
308;4019;9.900000;864;small
309;3078;9.900000;1352;small
310;2236;9.900000;1332;small
311;780;9.900000;1387;small
312;1628;9.900000;1670;small
313;4602;9.900000;1996;small
314;2848;9.900000;1514;small
315;1613;9.900000;1169;small
316;1125;9.900000;1534;small
317;1232;9.900000;1556;small
318;5392;9.900000;713;small
319;3229;9.900000;1484;small
320;961;9.900000;1884;small
321;3086;9.900000;1619;small
322;2941;9.900000;740;small
323;4699;9.900000;997;small
324;2446;9.900000;1098;small
325;1627;9.900000;1738;small
326;2333;9.900000;852;small
327;5256;9.900000;897;small
328;5171;9.900000;1332;small
329;3350;9.900000;1378;small
330;5423;9.900000;1661;small
331;2363;9.900000;379;small
332;2221;9.900000;638;small
333;5063;9.900000;1286;small
334;1574;9.900000;1587;small
335;1470;9.900000;1587;small
336;2272;9.900000;327;small
337;5498;9.900000;549;small
338;2283;9.900000;2003;small
339;3182;9.900000;54;small
340;3632;9.900000;269;small
341;4628;9.900000;1078;small
342;1667;9.900000;1732;small
343;2927;9.900000;172;small
344;2915;9.900000;473;small
345;5229;9.900000;958;small
346;3711;9.900000;1085;small
347;3337;9.900000;1400;small
348;2323;9.900000;900;small
349;2423;9.900000;1838;small
350;2248;9.900000;322;small
351;2373;9.900000;498;small
352;1575;9.900000;1234;small
353;5246;9.900000;1373;small
354;2747;9.900000;1622;small
355;2548;9.900000;826;small
356;5381;9.900000;762;small
357;3114;9.900000;933;small
358;5237;9.900000;1495;small
359;1970;9.900000;1978;small
360;5503;9.900000;452;small
361;4547;9.900000;1150;small
362;1285;9.900000;1863;small
363;1718;9.900000;1464;small
364;1677;9.900000;938;small
365;5111;9.900000;1056;small
366;3750;9.900000;1491;small
367;2962;9.900000;1447;small
368;2095;9.900000;2008;small
369;2866;9.900000;882;small
370;5106;9.900000;1311;small
371;3098;9.900000;1353;small
372;1618;9.900000;1603;small
373;2502;9.900000;1494;small
374;4413;9.900000;1204;small
375;3601;9.900000;2021;small
376;3250;9.900000;1540;small
377;2860;9.900000;1627;small
378;4306;9.900000;1422;small
379;4065;9.900000;296;small
380;227;9.900000;436;small
381;1620;9.900000;1126;small
382;5100;9.900000;1893;small
383;3283;9.900000;463;small
384;3315;9.900000;1570;small
385;3756;9.900000;1009;small
386;4645;9.900000;1070;small
387;3272;9.900000;1428;small
388;1755;9.900000;1502;small
389;5250;9.900000;920;small
390;2507;9.900000;980;small
391;3210;9.900000;1348;small
392;5258;9.900000;1386;small
393;1603;9.900000;1674;small
394;2843;9.900000;290;small
395;1579;9.900000;1203;small
396;1447;9.900000;1525;small
397;3076;9.900000;1594;small
398;5395;9.900000;688;small
399;3461;9.900000;1472;small
400;1707;9.900000;1755;small
401;1352;9.900000;1870;small
402;2622;9.900000;363;small
403;4616;9.900000;1102;small
404;1647;9.900000;1770;small
405;5312;9.900000;901;small
406;5208;9.900000;1340;small
407;3317;9.900000;1390;small
408;3955;9.900000;1753;small
409;5198;9.900000;1284;small
410;2814;9.900000;1556;small
411;1602;9.900000;1583;small
412;3033;9.900000;1815;small
413;4275;9.900000;842;small
414;2594;9.900000;1498;small
415;1142;9.900000;2001;small
416;4606;9.900000;1091;small
417;2814;9.900000;1701;small
418;1975;9.900000;925;small
419;2256;9.900000;1030;small
420;4709;9.900000;959;small
421;1635;9.900000;1035;small
422;5265;9.900000;1396;small
423;1726;9.900000;1882;small
424;5082;9.900000;1322;small
425;3045;9.900000;1371;small
426;1631;9.900000;1646;small
427;3106;9.900000;1116;small
428;5383;9.900000;733;small
429;5336;9.900000;1495;small
430;1069;9.900000;1970;small
431;4980;9.900000;1179;small
432;5481;9.900000;497;small
433;3121;9.900000;1141;small
434;5330;9.900000;1784;small
435;2462;9.900000;1045;small
436;4902;9.900000;953;small
437;2464;9.900000;1069;small
438;2892;9.900000;1430;small
439;5327;9.900000;861;small
440;1909;9.900000;1549;small
441;4299;9.900000;1282;small
442;2051;9.900000;1379;small
443;3155;9.900000;1605;small
444;3466;9.900000;424;small
445;5181;9.900000;1244;small
446;2669;9.900000;1563;small
447;1384;9.900000;1591;small
448;1179;9.900000;2007;small
449;1190;9.900000;1561;small
450;5525;9.900000;426;small
451;1502;9.900000;1487;small
452;5164;9.900000;1874;small
453;4910;9.900000;963;small
454;1625;9.900000;1048;small
455;3743;9.900000;411;small
456;3853;9.900000;927;small
457;792;9.900000;1355;small
458;1993;9.900000;1386;small
459;1608;9.900000;1641;small
460;4315;9.900000;1500;small
461;1594;9.900000;1183;small
462;2779;9.900000;1763;small
463;1639;9.900000;1592;small
464;2209;9.900000;1331;small
465;4617;9.900000;1992;small
466;5503;9.900000;538;small
467;1581;9.900000;1468;small
468;1167;9.900000;1865;small
469;2762;9.900000;1000;small
470;1937;9.900000;1686;small
471;3267;9.900000;68;small
472;5151;9.900000;1136;small
473;5360;9.900000;1759;small
474;1688;9.900000;908;small
475;3144;9.900000;1353;small
476;2480;9.900000;844;small
477;3280;9.900000;1403;small
478;3227;9.900000;663;small
479;1572;9.900000;1227;small
480;3220;9.900000;1567;small
481;3530;9.900000;1583;small
482;2809;9.900000;1677;small
483;5142;9.900000;1563;small
484;4225;9.900000;1783;small
485;4215;9.900000;1801;small
486;4474;9.900000;1391;small
487;3307;9.900000;463;small
488;4521;9.900000;1376;small
489;2622;9.900000;398;small
490;2001;9.900000;1105;small
491;3880;9.900000;1904;small
492;5121;9.900000;1574;small
493;2746;9.900000;1330;small
494;2509;9.900000;1114;small
495;4429;9.900000;1804;small
496;4446;9.900000;1399;small
497;2771;9.900000;768;small
498;742;9.900000;1711;small
499;4582;9.900000;1450;small
500;3690;9.900000;17;small
501;3675;9.900000;1025;small
502;4569;9.900000;1284;small
503;2322;9.900000;39;small
504;1356;9.900000;1740;small
505;2693;9.900000;1467;small
506;125;9.900000;1290;small
507;1052;9.900000;1570;small
508;4406;9.900000;1721;small
509;5097;9.900000;1206;small
510;2579;9.900000;1429;small
511;3670;9.900000;777;small
512;2962;9.900000;846;small
513;1763;9.900000;976;small
514;1769;9.900000;1675;small
515;3739;9.900000;1489;small
516;3551;9.900000;1622;small
517;3499;9.900000;1983;small
